frequency_kHz,TS_dB,model,bubble_diameter_m
2.8454527856561893,-55.91815879314186,Medwin_Clay,
2.8520144214975836,-55.86623545275611,Medwin_Clay,
2.858591188521309,-55.81412081601907,Medwin_Clay,
2.8651831216199883,-55.761813029643214,Medwin_Clay,
2.871790255766705,-55.70931021392222,Medwin_Clay,
2.878412626015193,-55.656610462228244,Medwin_Clay,
2.885050267500018,-55.60371184049728,Medwin_Clay,
2.891703215436768,-55.55061238670226,Medwin_Clay,
2.898371505122239,-55.49731011031334,Medwin_Clay,
2.90505517193462,-55.44380299174541,Medwin_Clay,
2.9117542513336825,-55.39008898179192,Medwin_Clay,
2.918468778860969,-55.33616600104517,Medwin_Clay,
2.9251987901399814,-55.28203193930225,Medwin_Clay,
2.93194432087637,-55.22768465495644,Medwin_Clay,
2.938705406858121,-55.17312197437355,Medwin_Clay,
2.94548208395575,-55.11834169125276,Medwin_Clay,
2.952274388122488,-55.06334156597156,Medwin_Clay,
2.9590823553944765,-55.008119324914226,Medwin_Clay,
2.9659060218909548,-54.95267265978336,Medwin_Clay,
2.9727454238144553,-54.89699922689403,Medwin_Clay,
2.9796005974509927,-54.841096646449984,Medwin_Clay,
2.9864715791702574,-54.78496250180126,Medwin_Clay,
2.993358405425809,-54.728594338682804,Medwin_Clay,
3.0002611127552687,-54.671989664433376,Medwin_Clay,
3.0071797377805143,-54.61514594719421,Medwin_Clay,
3.0141143172078744,-54.55806061508672,Medwin_Clay,
3.0210648878283215,-54.50073105536876,Medwin_Clay,
3.028031486517669,-54.44315461356845,Medwin_Clay,
3.035014150236766,-54.38532859259528,Medwin_Clay,
3.0420129160316933,-54.32725025182735,Medwin_Clay,
3.049027821033962,-54.26891680617434,Medwin_Clay,
3.0560589024607063,-54.21032542511515,Medwin_Clay,
3.063106197614885,-54.15147323170959,Medwin_Clay,
3.0701697438854763,-54.092357301583164,Medwin_Clay,
3.07724957874768,-54.03297466188408,Medwin_Clay,
3.0843457397631124,-53.97332229021175,Medwin_Clay,
3.091458264580007,-53.91339711351546,Medwin_Clay,
3.098587190933415,-53.853196006962634,Medwin_Clay,
3.105732556645405,-53.79271579277549,Medwin_Clay,
3.112894399625263,-53.731953239034944,Medwin_Clay,
3.1200727578696954,-53.67090505845084,Medwin_Clay,
3.1272676694630266,-53.60956790709727,Medwin_Clay,
3.1344791725774077,-53.54793838311177,Medwin_Clay,
3.1417073054730107,-53.48601302535727,Medwin_Clay,
3.1489521064982395,-53.42378831204541,Medwin_Clay,
3.156213614089928,-53.36126065931982,Medwin_Clay,
3.163491866773546,-53.29842641979829,Medwin_Clay,
3.1707869031634024,-53.23528188107201,Medwin_Clay,
